PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SiteEnergyUse(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,BuildingAge,distance_center,nb_use_types,Electricity,SteamUse,NaturalGas,Buildings Consumption,Neighborhood Consumption
Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,4,83175,0,89.0,2531163.0,False,Compliant,37.2,16,1.2486815157040025,3,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,MAGNOLIA / QUEEN ANNE,1.0,1,27247,0,,2332996.5,False,Compliant,83.1,75,1.3783678302953235,4,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,NORTHEAST,1.0,5,58735,0,96.0,2128963.5,False,Compliant,93.83,95,5.138913167438507,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,EAST,2.0,3,29848,6555,48.0,990361.5,False,Compliant,6.9,8,4.321619426505174,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,EAST,1.0,3,34455,0,82.0,1639849.25,False,Compliant,74.33,95,4.3861127961480495,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,EAST,1.0,4,28038,0,83.0,759405.6875,False,Compliant,5.29,33,3.0035306966775677,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,EAST,1.0,3,24939,0,81.0,595978.0,False,Compliant,4.15,99,2.989920392012053,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,26680,0,92.0,243518.2031,False,Compliant,1.7,68,3.494176721596522,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,DELRIDGE,1.0,1,31521,0,6.0,1788148.0,False,Compliant,61.71,70,3.39925418176525,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,24000,0,,1257033.5,False,Compliant,46.64,72,3.4836530807100683,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Self-Storage Facility,GREATER DUWAMISH,1.0,1,21900,0,,1333637.625,False,Compliant,65.65,71,3.4680379537169,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Retail Store,GREATER DUWAMISH,1.0,1,39900,0,100.0,145468.7969,True,Error - Correct Default Data,5.46,70,3.479572653557381,2,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,38005,0,,752093.625,False,Compliant,10.75,62,3.4581715796965558,3,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,35579,0,72.0,1096646.25,False,Compliant,39.05,25,3.5184651671386518,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,LAKE UNION,1.0,5,40505,14620,98.0,685888.1875,False,Compliant,4.78,15,2.0003555775673334,2,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,49950,0,77.0,238969.7031,False,Compliant,1.67,48,3.812896235745549,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,EAST,0.0,4,118154,0,33.0,3960898.75,False,Compliant,50.31,56,7.817489335038375,3,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
K-12 School,EAST,1.0,3,62078,0,97.0,1955013.5,True,Error - Correct Default Data,50.69,22,4.73201155826504,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,DOWNTOWN,1.0,5,62665,0,58.0,2845068.0,False,Compliant,94.98,19,1.56493468056539,2,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,EAST,1.0,4,34924,0,79.0,757167.3125,False,Compliant,5.28,36,3.9894801709383736,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,2,22612,0,87.0,731321.8125,False,Compliant,31.6,76,6.033368834413053,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,GREATER DUWAMISH,1.0,4,27076,0,75.0,693045.0,False,Compliant,4.83,20,4.685922473466063,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,6,48150,0,77.0,1518548.75,False,Compliant,15.35,24,0.8216602169357288,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,2.0,5,59227,0,58.0,2294737.25,False,Compliant,71.99,32,1.3777558464594561,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,NORTH,1.0,2,38787,0,,3204685.5,False,Compliant,67.52,47,8.860546093963213,2,True,False,True,low electricity consumption buildings,Neighborhood with medium electricity consumption
Self-Storage Facility,NORTH,2.0,2,50368,0,,753275.1875,False,Compliant,28.58,35,8.708567591606352,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,30545,0,12.0,1577040.875,False,Compliant,61.53,85,4.3356109688334215,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,CENTRAL,1.0,3,25248,0,42.0,1866460.25,False,Compliant,88.89,116,4.077119878145935,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,EAST,1.0,3,28380,0,93.0,770736.125,False,Compliant,10.89,113,4.095209076873622,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,EAST,1.0,3,24783,0,38.0,1750099.75,False,Compliant,82.87,116,4.0891310340214755,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,5,40572,0,53.0,1349970.5,False,Compliant,32.33,97,1.0051320743849623,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,3,26044,0,86.0,1116475.125,False,Compliant,33.92,75,0.9551565200943785,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,8,36926,0,50.0,1764767.25,False,Compliant,35.26,53,0.8934345460894535,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,6,91703,7565,86.0,4633186.0,False,Compliant,199.79,73,0.9988137118817929,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,3,35070,6786,79.0,1993766.375,False,Compliant,92.58,95,0.9488680491445557,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,3,21376,0,79.0,1106701.0,False,Compliant,47.7,95,1.036425898289956,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,3,28940,2262,19.0,1913558.375,False,Compliant,90.31,95,1.0495251207641518,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
K-12 School,MAGNOLIA / QUEEN ANNE,1.0,3,32691,0,99.0,971990.3125,False,Compliant,29.82,101,1.097688011405018,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,6,40758,0,90.0,1134195.5,False,Compliant,7.91,46,1.2589705098744375,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,2,24227,0,55.0,1086678.125,False,Compliant,47.59,60,1.1365092249852116,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,4,24540,0,92.0,739869.6875,False,Compliant,19.76,113,1.0730058903144053,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,3,37944,0,18.0,2248134.5,False,Compliant,101.96,93,0.9703223266670246,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,4,28546,0,99.0,623107.6875,False,Compliant,28.44,106,1.8438710486694538,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,8,73736,7640,42.0,3704086.5,False,Compliant,127.74,53,0.7085331677317844,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,NORTHWEST,1.0,5,50028,0,,1386983.375,False,Compliant,9.67,34,4.378533627269269,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,27000,0,61.0,651293.3125,False,Compliant,18.85,67,6.560599483542583,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,4,42093,0,16.0,1239315.375,False,Compliant,8.64,31,0.4653553956217947,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
High-Rise Multifamily,DOWNTOWN,1.0,33,299755,0,63.0,8815732.0,False,Compliant,61.46,17,1.5915236933965868,2,True,False,False,low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,NORTHWEST,1.0,3,27296,4025,95.0,613684.125,True,Error - Correct Default Data,4.28,47,5.976366717774867,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,3,30542,0,59.0,872326.375,False,Compliant,6.08,38,10.188473638668412,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHWEST,1.0,4,34368,0,15.0,995798.8125,False,Compliant,6.94,34,6.058342558806695,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,4,59670,0,66.0,1655800.75,False,Compliant,11.54,41,1.1833904056264442,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
High-Rise Multifamily,EAST,1.0,13,108228,0,80.0,4533874.5,False,Compliant,115.56,73,2.8082885388668957,1,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Mid-Rise Multifamily,EAST,1.0,5,20639,0,100.0,509485.6875,False,Compliant,20.73,95,3.0502002077480337,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,4,31682,0,55.0,935396.6875,False,Compliant,6.52,57,4.222664325880925,1,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,NORTHWEST,1.0,3,31017,0,,1076644.75,False,Compliant,8.7,26,4.148874130153759,3,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
K-12 School,LAKE UNION,1.0,3,95501,0,88.0,3009967.0,True,Error - Correct Default Data,62.94,24,3.1188673948882983,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,LAKE UNION,1.0,2,21183,0,99.0,361542.0938,False,Compliant,2.52,66,2.914755685562401,2,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,LAKE UNION,1.0,3,29392,3834,91.0,755618.1875,False,Compliant,6.18,62,2.955188937177272,2,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,LAKE UNION,1.0,4,54721,0,67.0,1241023.75,False,Compliant,17.26,27,2.974950455869934,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Large Office,LAKE UNION,1.0,5,137738,55504,62.0,4704936.5,False,Compliant,32.8,38,3.122470119431466,3,True,False,False,medium electricity consuming buildings,Neighborhood with high electricity consumption
Mid-Rise Multifamily,LAKE UNION,1.0,6,165325,0,84.0,3568237.0,False,Compliant,81.82,15,3.1449524633867423,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Mid-Rise Multifamily,LAKE UNION,1.0,6,56144,0,77.0,1497863.375,False,Compliant,10.44,65,3.192345361247517,1,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,LAKE UNION,1.0,4,37885,0,77.0,1427974.625,False,Compliant,51.91,95,3.2660391117739223,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,3,24367,0,52.0,612158.1875,False,Compliant,4.27,97,3.513493744302994,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Low-Rise Multifamily,LAKE UNION,2.0,3,24330,0,76.0,838394.8125,False,Compliant,23.59,109,3.319667879781,2,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Low-Rise Multifamily,NORTHEAST,1.0,3,45580,0,,1287040.625,False,Compliant,8.97,26,3.610333308786388,4,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
